customer_id,order_month,cohort_month
9429,2023-07-01,2022-10-01
1998,2025-01-01,2025-01-01
8884,2021-06-01,2021-06-01
8853,2024-03-01,2021-01-01
3253,2024-09-01,2022-07-01
1596,2024-08-01,2023-02-01
9854,2023-03-01,2022-05-01
5139,2021-08-01,2020-09-01
4337,2022-01-01,2021-03-01
4709,2022-06-01,2022-06-01
9543,2025-04-01,2020-10-01
2690,2021-06-01,2021-06-01
9191,2021-04-01,2021-04-01
4442,2024-06-01,2020-04-01
9432,2022-12-01,2022-12-01
4474,2023-04-01,2023-04-01
1733,2024-12-01,2023-01-01
4032,2020-06-01,2020-06-01
1266,2022-03-01,2022-03-01
7323,2024-01-01,2024-01-01
2877,2024-01-01,2021-04-01
9321,2022-02-01,2022-02-01
8878,2025-02-01,2022-06-01
1183,2023-04-01,2023-04-01
4102,2024-08-01,2023-09-01
5731,2021-06-01,2021-06-01
4854,2021-02-01,2021-02-01
6231,2020-04-01,2020-04-01
2393,2021-12-01,2020-10-01
8906,2024-08-01,2020-01-01
3265,2021-07-01,2021-07-01
7695,2023-10-01,2020-07-01
6183,2023-05-01,2023-05-01
1571,2022-03-01,2021-09-01
1276,2020-12-01,2020-12-01
3988,2024-10-01,2024-10-01
6397,2023-03-01,2021-11-01
7212,2023-06-01,2022-04-01
6429,2021-11-01,2021-01-01
1754,2023-05-01,2022-03-01
7388,2024-10-01,2021-08-01
2209,2022-08-01,2022-08-01
7438,2021-02-01,2021-02-01
2417,2021-10-01,2021-10-01
4683,2024-07-01,2020-11-01
8323,2020-04-01,2020-04-01
7534,2021-02-01,2020-12-01
5405,2020-02-01,2020-02-01
1687,2023-10-01,2023-10-01
7017,2020-09-01,2020-09-01
8043,2023-01-01,2021-03-01
5820,2020-07-01,2020-07-01
9753,2024-10-01,2024-10-01
7639,2021-02-01,2020-02-01
8522,2022-12-01,2022-06-01
4835,2023-01-01,2023-01-01
9520,2022-02-01,2021-10-01
2938,2023-08-01,2020-09-01
8951,2021-02-01,2021-02-01
6965,2023-10-01,2023-10-01
8024,2024-02-01,2024-02-01
2270,2025-04-01,2024-06-01
1382,2020-11-01,2020-11-01
3072,2020-08-01,2020-08-01
3174,2020-04-01,2020-04-01
6873,2020-05-01,2020-05-01
9552,2023-11-01,2022-08-01
7228,2020-08-01,2020-08-01
1095,2021-10-01,2021-10-01
7038,2021-01-01,2021-01-01
8552,2023-05-01,2022-04-01
6150,2022-08-01,2022-07-01
8545,2023-03-01,2023-03-01
2478,2024-12-01,2024-06-01
8999,2021-04-01,2020-03-01
4029,2023-04-01,2023-02-01
9877,2023-10-01,2021-08-01
3370,2023-07-01,2021-09-01
7599,2024-04-01,2021-03-01
5362,2024-09-01,2024-02-01
8823,2022-03-01,2020-12-01
2219,2023-12-01,2023-04-01
5330,2022-08-01,2020-06-01
5364,2024-05-01,2023-08-01
6678,2024-03-01,2023-01-01
8964,2022-04-01,2020-12-01
6225,2020-01-01,2020-01-01
3071,2021-05-01,2021-05-01
3318,2020-12-01,2020-12-01
9141,2020-03-01,2020-03-01
1295,2023-08-01,2021-02-01
2038,2020-06-01,2020-03-01
6606,2022-08-01,2022-08-01
8526,2023-02-01,2022-07-01
5562,2022-07-01,2021-03-01
3910,2021-11-01,2020-09-01
6375,2021-04-01,2021-04-01
1082,2024-10-01,2024-10-01
9522,2024-12-01,2024-12-01
3994,2024-04-01,2020-07-01
8415,2022-09-01,2022-09-01
7876,2024-05-01,2021-03-01
7113,2025-01-01,2020-01-01
1965,2022-01-01,2022-01-01
1966,2024-09-01,2022-06-01
7091,2022-01-01,2022-01-01
3916,2022-04-01,2022-04-01
2411,2025-04-01,2021-06-01
2324,2024-02-01,2020-12-01
6942,2020-03-01,2020-03-01
1872,2024-05-01,2022-10-01
4270,2020-03-01,2020-03-01
2161,2024-09-01,2020-06-01
6143,2023-05-01,2022-02-01
8927,2023-03-01,2023-03-01
2419,2024-09-01,2024-05-01
6116,2020-10-01,2020-10-01
5801,2025-02-01,2020-09-01
3307,2023-04-01,2020-11-01
8673,2022-05-01,2022-05-01
4495,2020-01-01,2020-01-01
6646,2024-07-01,2021-02-01
5571,2020-07-01,2020-07-01
7773,2020-06-01,2020-06-01
9432,2025-03-01,2022-12-01
4312,2024-05-01,2020-02-01
2354,2020-12-01,2020-12-01
2158,2022-02-01,2022-01-01
1743,2022-07-01,2022-07-01
7607,2024-05-01,2020-05-01
2125,2024-02-01,2023-04-01
4495,2020-07-01,2020-01-01
6897,2022-06-01,2022-06-01
4964,2020-10-01,2020-10-01
7892,2020-10-01,2020-10-01
5472,2024-09-01,2022-01-01
1637,2025-03-01,2024-12-01
4174,2024-02-01,2021-03-01
5118,2024-10-01,2020-07-01
9247,2020-06-01,2020-04-01
3897,2020-06-01,2020-06-01
7268,2024-07-01,2021-10-01
5881,2021-04-01,2021-04-01
9850,2020-05-01,2020-05-01
1869,2021-06-01,2020-03-01
5533,2022-07-01,2021-08-01
6899,2022-05-01,2020-01-01
6774,2024-07-01,2024-03-01
3612,2021-09-01,2020-06-01
1159,2022-04-01,2020-10-01
6460,2023-05-01,2022-06-01
2755,2021-11-01,2021-11-01
6070,2023-03-01,2023-03-01
2666,2020-02-01,2020-02-01
2365,2023-07-01,2023-07-01
9315,2020-08-01,2020-07-01
1312,2024-04-01,2023-11-01
8293,2021-11-01,2020-04-01
3902,2024-04-01,2024-04-01
7653,2024-06-01,2021-01-01
4830,2024-02-01,2024-02-01
2362,2023-12-01,2023-12-01
2354,2022-12-01,2020-12-01
8171,2021-12-01,2021-09-01
6854,2024-10-01,2021-01-01
1173,2022-11-01,2022-02-01
1831,2023-03-01,2020-04-01
6525,2021-11-01,2021-11-01
3999,2021-02-01,2020-03-01
5253,2020-06-01,2020-06-01
6567,2023-08-01,2023-08-01
1718,2023-08-01,2022-09-01
2636,2024-05-01,2023-11-01
4133,2023-04-01,2022-01-01
1811,2020-08-01,2020-08-01
6999,2023-10-01,2020-11-01
2077,2022-03-01,2022-03-01
5716,2024-01-01,2024-01-01
4542,2020-05-01,2020-05-01
1199,2022-03-01,2022-03-01
2941,2021-05-01,2020-01-01
3065,2022-07-01,2020-04-01
8019,2022-11-01,2021-02-01
5656,2024-06-01,2020-05-01
5913,2020-04-01,2020-04-01
4627,2021-01-01,2020-11-01
3855,2021-02-01,2021-02-01
6670,2022-01-01,2021-08-01
7124,2023-08-01,2021-10-01
3400,2022-11-01,2022-11-01
2157,2021-10-01,2021-10-01
8977,2020-10-01,2020-10-01
1213,2023-10-01,2021-10-01
8020,2023-01-01,2021-07-01
1963,2024-01-01,2021-03-01
8196,2025-01-01,2022-05-01
4958,2025-03-01,2025-03-01
5375,2023-09-01,2023-05-01
4568,2021-07-01,2020-12-01
5734,2022-02-01,2020-07-01
7143,2023-04-01,2022-05-01
1045,2022-09-01,2022-09-01
7176,2023-12-01,2021-01-01
6475,2021-05-01,2020-11-01
3632,2023-08-01,2021-01-01
2194,2021-03-01,2021-03-01
6129,2021-04-01,2020-02-01
4008,2022-07-01,2022-07-01
9802,2022-03-01,2021-06-01
2001,2023-10-01,2023-05-01
3448,2023-04-01,2023-04-01
6041,2024-10-01,2024-10-01
2142,2025-04-01,2020-02-01
1652,2023-03-01,2021-09-01
1760,2023-11-01,2022-09-01
9863,2024-11-01,2024-11-01
9362,2023-02-01,2022-09-01
3481,2024-07-01,2024-07-01
2448,2023-06-01,2020-03-01
4603,2024-04-01,2024-04-01
1106,2020-06-01,2020-06-01
6480,2020-02-01,2020-02-01
6473,2023-09-01,2023-09-01
9897,2020-10-01,2020-10-01
4048,2021-06-01,2021-06-01
7938,2023-10-01,2020-04-01
1760,2022-09-01,2022-09-01
7866,2021-01-01,2021-01-01
1138,2021-08-01,2020-07-01
8496,2023-03-01,2021-06-01
4056,2025-01-01,2021-05-01
8591,2023-12-01,2023-12-01
3065,2023-12-01,2020-04-01
2876,2020-06-01,2020-04-01
3655,2022-03-01,2021-01-01
1100,2022-02-01,2022-02-01
3756,2022-07-01,2021-03-01
3800,2024-11-01,2020-06-01
3039,2025-01-01,2021-03-01
1070,2024-03-01,2021-06-01
2547,2021-01-01,2020-05-01
9243,2022-08-01,2020-01-01
7085,2025-01-01,2020-05-01
2336,2025-02-01,2020-02-01
8598,2024-03-01,2020-02-01
3743,2020-06-01,2020-06-01
7254,2020-12-01,2020-12-01
1824,2023-09-01,2020-02-01
4872,2025-04-01,2020-12-01
4538,2022-11-01,2022-11-01
3532,2023-06-01,2021-08-01
8857,2023-01-01,2023-01-01
5523,2021-09-01,2021-09-01
1875,2022-03-01,2022-03-01
3262,2021-02-01,2021-02-01
3662,2024-12-01,2022-06-01
4502,2021-04-01,2020-08-01
3088,2023-09-01,2021-03-01
3216,2025-04-01,2022-05-01
1969,2022-06-01,2022-06-01
5566,2022-07-01,2022-07-01
4463,2023-08-01,2020-01-01
9599,2020-06-01,2020-06-01
7905,2022-08-01,2022-01-01
4215,2021-11-01,2020-05-01
3073,2024-09-01,2022-05-01
1213,2021-10-01,2021-10-01
4405,2024-08-01,2024-08-01
3445,2023-05-01,2020-03-01
3139,2022-01-01,2022-01-01
6884,2020-10-01,2020-10-01
2691,2022-11-01,2022-11-01
4177,2020-09-01,2020-09-01
9246,2021-12-01,2021-01-01
1770,2023-07-01,2020-07-01
4228,2023-06-01,2022-10-01
6643,2025-01-01,2025-01-01
4781,2024-07-01,2022-09-01
8486,2020-09-01,2020-02-01
2572,2024-04-01,2021-10-01
3163,2021-11-01,2021-11-01
1375,2020-04-01,2020-04-01
2468,2020-06-01,2020-06-01
2212,2024-12-01,2021-04-01
1669,2024-03-01,2021-07-01
9698,2020-09-01,2020-03-01
5319,2021-08-01,2021-08-01
9867,2023-10-01,2023-10-01
7342,2022-09-01,2022-09-01
2329,2023-07-01,2020-09-01
2941,2022-02-01,2020-01-01
9209,2021-01-01,2021-01-01
7038,2024-09-01,2021-01-01
7443,2022-10-01,2020-09-01
7277,2024-05-01,2020-05-01
3506,2025-02-01,2025-02-01
7450,2025-01-01,2024-03-01
5967,2023-07-01,2021-01-01
5923,2024-11-01,2021-09-01
8069,2022-10-01,2021-06-01
6016,2020-08-01,2020-08-01
4681,2024-08-01,2022-01-01
1139,2022-03-01,2022-03-01
7175,2023-12-01,2023-12-01
3121,2020-10-01,2020-02-01
3206,2023-10-01,2023-10-01
2449,2020-05-01,2020-05-01
5189,2024-07-01,2024-07-01
3251,2020-10-01,2020-10-01
6628,2021-02-01,2021-02-01
6252,2021-10-01,2021-10-01
2661,2025-04-01,2022-07-01
1643,2024-01-01,2022-10-01
2607,2022-12-01,2022-12-01
3416,2022-04-01,2020-03-01
6097,2022-01-01,2022-01-01
2386,2024-09-01,2020-06-01
7230,2022-05-01,2022-05-01
6551,2020-10-01,2020-10-01
5615,2022-08-01,2020-05-01
6990,2020-11-01,2020-03-01
9710,2024-03-01,2021-03-01
5271,2022-11-01,2021-04-01
4946,2021-10-01,2021-10-01
6993,2020-10-01,2020-10-01
9183,2022-08-01,2020-06-01
5375,2023-05-01,2023-05-01
7396,2024-03-01,2021-09-01
5400,2021-03-01,2021-03-01
7576,2020-07-01,2020-07-01
5395,2022-07-01,2021-05-01
6496,2021-11-01,2021-11-01
4930,2024-01-01,2024-01-01
8736,2020-06-01,2020-06-01
7439,2023-04-01,2023-04-01
9237,2020-04-01,2020-04-01
8059,2025-03-01,2024-07-01
3072,2021-03-01,2020-08-01
5678,2023-10-01,2020-09-01
1129,2022-06-01,2022-06-01
6019,2022-12-01,2022-12-01
4037,2022-04-01,2022-04-01
3336,2021-11-01,2021-11-01
7247,2023-02-01,2023-02-01
3977,2022-05-01,2021-01-01
1221,2022-09-01,2022-09-01
3239,2022-02-01,2022-02-01
2944,2021-09-01,2021-09-01
3007,2022-03-01,2020-04-01
1862,2022-08-01,2020-03-01
9920,2024-08-01,2024-08-01
3579,2020-07-01,2020-07-01
5931,2025-03-01,2024-02-01
4497,2020-10-01,2020-10-01
8418,2024-07-01,2023-01-01
8502,2024-11-01,2020-06-01
1296,2023-03-01,2023-03-01
2998,2024-06-01,2023-04-01
6837,2022-01-01,2020-03-01
2970,2021-12-01,2020-08-01
9994,2023-03-01,2020-12-01
5601,2025-02-01,2024-06-01
6943,2020-03-01,2020-03-01
5577,2020-12-01,2020-12-01
8093,2023-08-01,2023-08-01
8547,2022-11-01,2022-11-01
9160,2024-12-01,2024-12-01
4178,2022-08-01,2022-08-01
1414,2023-10-01,2023-10-01
6594,2021-09-01,2020-02-01
4646,2023-01-01,2020-02-01
8421,2023-07-01,2023-07-01
7558,2025-03-01,2023-01-01
4085,2024-09-01,2021-01-01
2826,2023-04-01,2023-04-01
1764,2023-11-01,2023-11-01
6850,2020-06-01,2020-06-01
9798,2020-07-01,2020-01-01
6332,2021-03-01,2021-03-01
1747,2024-03-01,2023-09-01
8927,2023-12-01,2023-03-01
3097,2025-03-01,2024-08-01
6239,2022-11-01,2020-09-01
2964,2023-02-01,2020-01-01
5933,2021-12-01,2020-07-01
3022,2020-02-01,2020-02-01
7520,2020-11-01,2020-11-01
2422,2023-05-01,2023-05-01
1574,2021-02-01,2021-02-01
7194,2020-11-01,2020-11-01
3525,2022-11-01,2021-04-01
3883,2022-02-01,2020-09-01
4055,2025-01-01,2022-06-01
8940,2021-07-01,2020-01-01
3094,2022-11-01,2022-07-01
6771,2020-12-01,2020-12-01
4493,2024-07-01,2022-06-01
3768,2022-05-01,2021-09-01
8253,2022-09-01,2020-10-01
4114,2022-04-01,2022-04-01
3855,2022-12-01,2021-02-01
8760,2023-02-01,2020-04-01
6800,2020-04-01,2020-04-01
7934,2022-10-01,2020-09-01
6734,2021-01-01,2021-01-01
7506,2025-03-01,2020-01-01
8522,2022-06-01,2022-06-01
7374,2025-01-01,2020-05-01
9284,2023-03-01,2021-05-01
7244,2024-08-01,2022-10-01
9050,2022-01-01,2022-01-01
2634,2022-12-01,2022-12-01
4641,2024-04-01,2021-08-01
3996,2024-04-01,2024-04-01
8122,2025-03-01,2025-03-01
9751,2022-04-01,2020-07-01
8839,2024-02-01,2020-03-01
5303,2020-10-01,2020-03-01
4550,2021-11-01,2021-11-01
3320,2020-01-01,2020-01-01
9328,2024-02-01,2020-11-01
5784,2024-10-01,2024-10-01
6670,2021-08-01,2021-08-01
3527,2022-10-01,2022-08-01
4016,2021-05-01,2021-05-01
7635,2022-07-01,2022-07-01
6530,2025-01-01,2021-08-01
1807,2021-05-01,2020-03-01
8844,2021-10-01,2021-09-01
2092,2023-07-01,2023-07-01
9709,2023-10-01,2022-09-01
9057,2021-07-01,2021-07-01
1103,2023-07-01,2021-05-01
4753,2023-03-01,2021-09-01
2999,2022-06-01,2020-03-01
3432,2020-05-01,2020-05-01
2175,2023-12-01,2020-06-01
3859,2022-06-01,2022-06-01
9334,2025-03-01,2020-08-01
7542,2024-12-01,2022-06-01
8758,2021-02-01,2021-02-01
2036,2023-01-01,2021-12-01
8801,2024-02-01,2023-05-01
5119,2021-09-01,2021-09-01
2102,2025-03-01,2020-02-01
5385,2022-05-01,2022-01-01
6606,2023-05-01,2022-08-01
1277,2022-12-01,2021-11-01
2496,2022-03-01,2022-03-01
4465,2020-03-01,2020-03-01
9964,2022-03-01,2021-10-01
1986,2022-10-01,2022-10-01
3246,2020-01-01,2020-01-01
8120,2024-07-01,2024-07-01
1244,2024-10-01,2020-05-01
9128,2023-12-01,2023-01-01
2471,2023-11-01,2023-11-01
4306,2022-02-01,2022-02-01
8045,2022-04-01,2020-11-01
7611,2021-01-01,2021-01-01
8436,2021-04-01,2021-04-01
9572,2020-10-01,2020-10-01
3702,2021-07-01,2021-07-01
4790,2021-05-01,2021-05-01
4037,2023-04-01,2022-04-01
7379,2022-01-01,2022-01-01
8542,2023-08-01,2020-03-01
9690,2020-11-01,2020-11-01
9924,2023-12-01,2021-02-01
4407,2023-06-01,2021-01-01
6058,2022-07-01,2020-06-01
2502,2024-10-01,2023-01-01
6387,2020-07-01,2020-07-01
9396,2024-06-01,2024-06-01
6486,2020-04-01,2020-04-01
3371,2021-12-01,2021-12-01
2134,2021-05-01,2021-05-01
6719,2022-12-01,2020-03-01
5461,2023-06-01,2023-06-01
8472,2022-12-01,2021-03-01
8863,2025-01-01,2022-05-01
1019,2024-04-01,2023-12-01
8606,2020-06-01,2020-01-01
9925,2020-09-01,2020-02-01
9133,2020-03-01,2020-03-01
8337,2021-10-01,2020-10-01
2458,2020-07-01,2020-05-01
7318,2020-01-01,2020-01-01
1553,2025-03-01,2025-03-01
1541,2021-04-01,2021-04-01
6783,2022-07-01,2022-07-01
8704,2025-03-01,2023-10-01
7326,2020-03-01,2020-03-01
7989,2023-11-01,2020-07-01
8231,2022-10-01,2020-12-01
6867,2022-04-01,2020-07-01
7228,2022-02-01,2020-08-01
1811,2023-09-01,2020-08-01
8634,2023-07-01,2023-07-01
7029,2023-04-01,2020-10-01
9667,2021-06-01,2021-06-01
4381,2023-10-01,2023-04-01
2283,2020-08-01,2020-08-01
5751,2022-09-01,2022-09-01
6495,2024-11-01,2021-07-01
5615,2024-01-01,2020-05-01
5063,2024-09-01,2024-09-01
5288,2023-12-01,2023-07-01
4627,2020-11-01,2020-11-01
2195,2024-04-01,2021-03-01
2987,2020-12-01,2020-12-01
5007,2020-01-01,2020-01-01
5234,2023-01-01,2023-01-01
5670,2021-03-01,2021-03-01
7716,2022-11-01,2021-09-01
3807,2022-12-01,2020-04-01
6377,2024-09-01,2024-09-01
8815,2024-11-01,2024-11-01
9735,2025-02-01,2020-08-01
5417,2020-01-01,2020-01-01
2697,2021-12-01,2020-10-01
8299,2022-06-01,2022-06-01
3839,2022-05-01,2021-02-01
1710,2020-10-01,2020-03-01
9496,2020-05-01,2020-05-01
7763,2024-08-01,2021-10-01
3161,2024-01-01,2024-01-01
1610,2022-09-01,2022-02-01
5944,2023-11-01,2023-04-01
5987,2024-08-01,2021-05-01
3431,2022-01-01,2021-11-01
1894,2020-11-01,2020-11-01
6828,2020-11-01,2020-11-01
4342,2024-08-01,2024-08-01
6461,2023-08-01,2023-08-01
9663,2025-03-01,2025-03-01
4118,2021-12-01,2020-02-01
8722,2024-06-01,2023-04-01
8049,2023-08-01,2023-08-01
4578,2024-05-01,2021-07-01
6906,2025-01-01,2023-06-01
5249,2020-12-01,2020-12-01
7355,2023-07-01,2020-11-01
4650,2020-10-01,2020-10-01
7078,2025-01-01,2022-08-01
5859,2020-02-01,2020-02-01
7674,2021-01-01,2020-12-01
3223,2023-09-01,2020-04-01
4193,2021-08-01,2021-08-01
4000,2024-09-01,2024-09-01
2765,2025-04-01,2020-12-01
8385,2020-08-01,2020-05-01
9264,2020-04-01,2020-04-01
7492,2020-03-01,2020-03-01
1459,2025-03-01,2023-02-01
6141,2024-05-01,2023-11-01
5597,2021-04-01,2021-01-01
1821,2021-09-01,2021-09-01
2469,2022-06-01,2022-06-01
8178,2023-07-01,2022-05-01
8631,2020-03-01,2020-03-01
5949,2020-08-01,2020-08-01
1957,2022-06-01,2022-06-01
7006,2021-06-01,2021-06-01
3653,2023-01-01,2020-10-01
5592,2021-05-01,2021-05-01
3968,2022-07-01,2022-07-01
3612,2023-11-01,2020-06-01
9524,2022-04-01,2020-11-01
4830,2024-11-01,2024-02-01
3202,2024-08-01,2020-08-01
2766,2022-07-01,2021-05-01
4763,2020-10-01,2020-10-01
5155,2024-03-01,2024-03-01
2109,2022-10-01,2022-10-01
8008,2021-07-01,2021-06-01
1175,2020-04-01,2020-04-01
3326,2021-07-01,2020-06-01
6691,2021-10-01,2021-10-01
5081,2024-01-01,2024-01-01
3843,2020-01-01,2020-01-01
4450,2023-05-01,2021-02-01
4781,2022-09-01,2022-09-01
5232,2022-02-01,2022-02-01
4850,2022-10-01,2021-10-01
3159,2022-07-01,2020-05-01
5849,2022-06-01,2022-04-01
1268,2020-12-01,2020-12-01
3671,2020-07-01,2020-07-01
3169,2024-07-01,2022-07-01
1958,2024-05-01,2020-04-01
7776,2020-08-01,2020-08-01
9953,2022-10-01,2022-10-01
8803,2024-04-01,2022-01-01
9113,2024-02-01,2022-05-01
7781,2024-05-01,2024-05-01
3996,2025-01-01,2024-04-01
7329,2024-02-01,2023-08-01
4725,2024-12-01,2020-08-01
3524,2020-07-01,2020-07-01
3430,2021-11-01,2020-01-01
3947,2021-05-01,2020-04-01
1657,2024-06-01,2021-01-01
6623,2021-03-01,2020-03-01
5616,2020-09-01,2020-09-01
3415,2021-12-01,2021-02-01
5081,2024-01-01,2024-01-01
2250,2020-04-01,2020-04-01
3129,2024-07-01,2020-07-01
2953,2023-10-01,2020-07-01
1687,2024-04-01,2023-10-01
7814,2024-03-01,2024-03-01
1819,2020-04-01,2020-04-01
8445,2020-09-01,2020-09-01
5773,2022-05-01,2022-05-01
4695,2020-11-01,2020-05-01
2696,2020-02-01,2020-02-01
5125,2023-01-01,2023-01-01
6215,2023-10-01,2020-04-01
9093,2022-01-01,2022-01-01
3328,2021-06-01,2021-06-01
5170,2024-11-01,2020-04-01
8444,2021-12-01,2021-12-01
6909,2023-03-01,2021-09-01
3364,2023-04-01,2020-11-01
7174,2020-06-01,2020-06-01
5270,2022-05-01,2022-05-01
7266,2023-06-01,2022-11-01
4199,2024-11-01,2024-11-01
9840,2022-02-01,2020-09-01
5749,2021-08-01,2021-08-01
1303,2023-07-01,2023-07-01
9177,2025-04-01,2020-12-01
6416,2024-09-01,2021-06-01
1340,2020-01-01,2020-01-01
7130,2022-06-01,2022-06-01
9314,2023-04-01,2021-01-01
6131,2021-02-01,2021-02-01
8343,2021-05-01,2021-01-01
3976,2021-09-01,2021-09-01
4427,2023-06-01,2020-12-01
6186,2023-10-01,2023-10-01
4030,2021-11-01,2020-10-01
8768,2020-11-01,2020-11-01
3621,2023-03-01,2020-12-01
3516,2020-09-01,2020-09-01
7543,2021-03-01,2020-10-01
3322,2023-03-01,2023-03-01
1455,2021-12-01,2020-04-01
3583,2021-11-01,2020-05-01
2917,2023-10-01,2023-03-01
4577,2023-07-01,2023-07-01
6205,2021-01-01,2021-01-01
7590,2022-06-01,2021-10-01
8590,2024-11-01,2020-08-01
7694,2022-08-01,2020-07-01
5860,2022-06-01,2022-06-01
1700,2021-08-01,2020-03-01
6492,2025-03-01,2024-11-01
9427,2022-11-01,2020-12-01
6564,2024-11-01,2021-05-01
2752,2022-05-01,2021-10-01
1662,2020-08-01,2020-08-01
9756,2021-08-01,2021-08-01
3572,2025-02-01,2020-06-01
2371,2025-03-01,2021-05-01
2546,2021-07-01,2021-05-01
2249,2022-04-01,2022-04-01
9378,2020-10-01,2020-10-01
7102,2020-07-01,2020-07-01
9903,2021-07-01,2020-04-01
7577,2020-01-01,2020-01-01
2703,2024-02-01,2024-02-01
9697,2020-07-01,2020-07-01
9802,2021-06-01,2021-06-01
6006,2023-03-01,2021-07-01
1015,2021-03-01,2020-12-01
3910,2020-09-01,2020-09-01
9156,2024-08-01,2023-11-01
8871,2022-02-01,2020-11-01
9532,2020-09-01,2020-09-01
7352,2024-03-01,2024-03-01
7542,2022-06-01,2022-06-01
2945,2022-11-01,2020-12-01
3118,2024-06-01,2022-02-01
3953,2022-08-01,2020-08-01
8145,2023-01-01,2022-02-01
2230,2020-08-01,2020-08-01
6007,2022-02-01,2022-02-01
5658,2024-02-01,2023-08-01
9714,2024-05-01,2020-07-01
5610,2024-05-01,2021-09-01
2833,2023-06-01,2020-12-01
8315,2022-03-01,2022-03-01
5549,2021-06-01,2020-04-01
2581,2023-04-01,2023-04-01
4263,2025-01-01,2020-02-01
1326,2022-08-01,2021-04-01
7918,2022-12-01,2020-08-01
3754,2023-02-01,2020-05-01
1088,2021-05-01,2021-05-01
3642,2024-09-01,2024-09-01
9912,2022-11-01,2022-07-01
1063,2023-01-01,2020-06-01
6351,2022-09-01,2020-01-01
5002,2024-11-01,2021-03-01
1031,2021-11-01,2021-11-01
3651,2020-06-01,2020-05-01
3800,2021-06-01,2020-06-01
2023,2022-02-01,2022-02-01
9748,2023-03-01,2020-09-01
8493,2020-10-01,2020-01-01
4721,2022-01-01,2021-01-01
4388,2025-03-01,2025-03-01
7313,2023-03-01,2021-10-01
4514,2022-10-01,2022-10-01
2364,2022-01-01,2021-07-01
2868,2023-04-01,2022-06-01
7594,2021-07-01,2021-07-01
2716,2022-11-01,2022-11-01
5992,2021-05-01,2021-04-01
1013,2022-08-01,2022-02-01
3540,2021-12-01,2021-08-01
4295,2025-02-01,2025-02-01
3496,2022-05-01,2022-05-01
9324,2020-04-01,2020-04-01
6723,2023-08-01,2023-08-01
2037,2024-03-01,2024-03-01
1324,2025-03-01,2020-12-01
9077,2024-09-01,2020-08-01
1711,2022-07-01,2022-05-01
7065,2022-07-01,2022-07-01
1102,2023-04-01,2023-04-01
9563,2023-09-01,2021-06-01
5364,2023-08-01,2023-08-01
3087,2022-10-01,2020-06-01
7713,2021-02-01,2021-02-01
2813,2023-07-01,2023-07-01
7864,2021-03-01,2020-10-01
5046,2023-11-01,2023-11-01
6733,2023-07-01,2020-10-01
1272,2022-11-01,2020-09-01
3468,2023-04-01,2023-04-01
7039,2023-10-01,2021-01-01
9746,2023-06-01,2021-11-01
6798,2021-04-01,2020-01-01
3266,2023-07-01,2023-07-01
6047,2024-08-01,2022-03-01
3662,2023-06-01,2022-06-01
5470,2020-12-01,2020-12-01
1147,2020-10-01,2020-10-01
5880,2023-09-01,2023-09-01
1368,2020-04-01,2020-04-01
8785,2021-03-01,2020-10-01
7750,2023-03-01,2021-09-01
2031,2025-04-01,2025-04-01
7493,2022-10-01,2021-01-01
1063,2020-06-01,2020-06-01
8492,2021-10-01,2021-10-01
9159,2021-07-01,2020-04-01
5656,2020-05-01,2020-05-01
9340,2025-02-01,2020-05-01
9258,2024-07-01,2024-07-01
7733,2022-09-01,2022-09-01
8509,2020-01-01,2020-01-01
6625,2025-04-01,2023-12-01
9788,2021-10-01,2020-06-01
7239,2024-09-01,2024-09-01
9744,2022-12-01,2022-12-01
6177,2024-08-01,2020-07-01
3730,2020-03-01,2020-03-01
7463,2020-04-01,2020-04-01
3800,2020-06-01,2020-06-01
3687,2023-09-01,2023-09-01
1640,2021-01-01,2020-01-01
2002,2021-10-01,2021-10-01
3935,2021-03-01,2020-07-01
6874,2023-02-01,2023-02-01
1008,2024-05-01,2020-04-01
4112,2020-07-01,2020-07-01
6404,2020-06-01,2020-06-01
9861,2020-09-01,2020-09-01
8761,2022-09-01,2022-06-01
2736,2023-07-01,2022-02-01
4875,2020-06-01,2020-06-01
7071,2020-09-01,2020-09-01
1010,2020-08-01,2020-07-01
6651,2021-01-01,2020-05-01
7607,2024-10-01,2020-05-01
6830,2023-05-01,2022-02-01
6856,2020-09-01,2020-09-01
5277,2022-07-01,2022-07-01
8180,2025-03-01,2025-03-01
5820,2022-09-01,2020-07-01
1848,2023-03-01,2021-03-01
1319,2023-08-01,2020-12-01
8734,2024-07-01,2024-07-01
1572,2023-10-01,2023-10-01
4343,2021-10-01,2021-10-01
3013,2024-04-01,2024-04-01
5843,2020-12-01,2020-12-01
3154,2024-01-01,2022-04-01
7445,2021-01-01,2021-01-01
6618,2021-06-01,2021-06-01
7567,2020-05-01,2020-01-01
3700,2022-07-01,2020-07-01
7190,2023-01-01,2023-01-01
2914,2020-03-01,2020-03-01
8146,2025-01-01,2024-03-01
6167,2021-02-01,2021-02-01
4018,2020-05-01,2020-05-01
3046,2020-07-01,2020-01-01
4865,2023-10-01,2023-03-01
5831,2024-07-01,2022-03-01
5237,2024-03-01,2021-03-01
7370,2024-02-01,2020-12-01
6335,2020-12-01,2020-12-01
8161,2025-03-01,2021-08-01
4797,2024-11-01,2020-01-01
1100,2024-06-01,2022-02-01
3247,2020-07-01,2020-07-01
6696,2023-06-01,2023-06-01
